id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Neoplastic|Neoplastic	Neoplastic|microglial_cell	microglial_cell|Neoplastic	microglial_cell|microglial_cell
CPI-SC00065C95C	COL9A1_integrin_a2b1_complex	simple:P20849	complex:integrin_a2b1_complex	ENSG00000112280		True	False	False	curated	True	0.039	0.021	0.019	0.001
CPI-SC0681DB40E	COL5A1_integrin_a2b1_complex	simple:P20908	complex:integrin_a2b1_complex	ENSG00000130635		True	False	False	curated	True	0.027	0.009	0.019	0.001
CPI-SC0F94B7D8F	COL8A2_integrin_a2b1_complex	simple:P25067	complex:integrin_a2b1_complex	ENSG00000171812		True	False	False	curated	True	0.023	0.005	0.046	0.028
CPI-SC0D5418330	COL5A3_integrin_a2b1_complex	simple:P25940	complex:integrin_a2b1_complex	ENSG00000080573		True	False	False	curated	True	0.038	0.02	0.019	0.001
CPI-SC0B3564B15	COL8A1_integrin_a2b1_complex	simple:P27658	complex:integrin_a2b1_complex	ENSG00000144810		True	False	False	curated	True	0.029	0.011	0.019	0.001
CPI-SC0C287AFC3	COL4A5_integrin_a2b1_complex	simple:P29400	complex:integrin_a2b1_complex	ENSG00000188153		True	False	False	curated	True	0.028	0.01	0.019	0.001
CPI-SC0E85E1FB0	COL15A1_integrin_a2b1_complex	simple:P39059	complex:integrin_a2b1_complex	ENSG00000204291		True	False	False	curated	True	0.02	0.002	0.025	0.007
CPI-SC04BD52124	COL18A1_integrin_a2b1_complex	simple:P39060	complex:integrin_a2b1_complex	ENSG00000182871		True	False	False	curated	True	0.031	0.013	0.037	0.019
CPI-SC072376C7B	COL4A4_integrin_a2b1_complex	simple:P53420	complex:integrin_a2b1_complex	ENSG00000081052		True	False	False	curated	True	0.021	0.003	0.019	0.001
CPI-SC0926FDACC	COL4A3_integrin_a2b1_complex	simple:Q01955	complex:integrin_a2b1_complex	ENSG00000169031		True	False	False	curated	True	0.021	0.003	0.018	0.0
CPI-SC05640277E	COL7A1_integrin_a2b1_complex	simple:Q02388	complex:integrin_a2b1_complex	ENSG00000114270		True	False	False	curated	True	0.022	0.004	0.019	0.001
CPI-SC0CCCF9A7F	COL14A1_integrin_a2b1_complex	simple:Q05707	complex:integrin_a2b1_complex	ENSG00000187955		True	False	False	curated	True	0.021	0.003	0.019	0.0
CPI-SC0956F4A31	COL16A1_integrin_a2b1_complex	simple:Q07092	complex:integrin_a2b1_complex	ENSG00000084636		True	False	False	curated	True	0.057	0.039	0.02	0.002
CPI-SC0FDD31EAB	COL4A6_integrin_a2b1_complex	simple:Q14031	complex:integrin_a2b1_complex	ENSG00000197565		True	False	False	curated	True	0.02	0.002	0.018	0.0
CPI-SC0BB68FB34	COL9A3_integrin_a2b1_complex	simple:Q14050	complex:integrin_a2b1_complex	ENSG00000092758		True	False	False	curated	True	0.159	0.141	0.021	0.002
CPI-SC0A916E0E2	COL9A2_integrin_a2b1_complex	simple:Q14055	complex:integrin_a2b1_complex	ENSG00000049089		True	False	False	curated	True	0.063	0.045	0.043	0.025
CPI-SC0BDD04147	COL19A1_integrin_a2b1_complex	simple:Q14993	complex:integrin_a2b1_complex	ENSG00000082293		True	False	False	curated	True	0.019	0.001	0.018	0.0
CPI-SC088A27EA5	COL24A1_integrin_a2b1_complex	simple:Q17RW2	complex:integrin_a2b1_complex	ENSG00000171502		True	False	False	curated	True	0.019	0.001	0.019	0.001
CPI-SC04251A46C	COL28A1_integrin_a2b1_complex	simple:Q2UY09	complex:integrin_a2b1_complex	ENSG00000215018		True	False	False	curated	True	0.033	0.015	0.019	0.0
CPI-SC044C2FDA4	COL27A1_integrin_a2b1_complex	simple:Q8IZC6	complex:integrin_a2b1_complex	ENSG00000196739		True	False	False	curated	True	0.043	0.025	0.02	0.001
CPI-SC04D3AE2F6	COL22A1_integrin_a2b1_complex	simple:Q8NFW1	complex:integrin_a2b1_complex	ENSG00000169436		True	False	False	curated	True	0.036	0.018	0.019	0.001
CPI-SC0F179D307	COL26A1_integrin_a2b1_complex	simple:Q96A83	complex:integrin_a2b1_complex	ENSG00000160963		True	False	False	curated	True	0.019	0.001	0.018	0.0
CPI-SC0D10396B4	COL21A1_integrin_a2b1_complex	simple:Q96P44	complex:integrin_a2b1_complex	ENSG00000124749		True	False	False	curated	True	0.02	0.002	0.018	0.0
CPI-SC0B86B7CED	COL12A1_integrin_a2b1_complex	simple:Q99715	complex:integrin_a2b1_complex	ENSG00000111799		True	False	False	curated	True	0.021	0.003	0.018	0.0
CPI-SC0D5DDAD29	COL20A1_integrin_a2b1_complex	simple:Q9P218	complex:integrin_a2b1_complex	ENSG00000101203		True	False	False	curated	True	0.061	0.043	0.02	0.002
CPI-SC06EEEC092	COL17A1_integrin_a2b1_complex	simple:Q9UMD9	complex:integrin_a2b1_complex	ENSG00000065618		True	False	False	curated	True	0.019	0.0	0.018	0.0
CPI-SC0A460766C	LAMC1_integrin_a2b1_complex	simple:P11047	complex:integrin_a2b1_complex	ENSG00000135862		True	False	False	curated	True	0.071	0.053	0.02	0.002
CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	ENSG00000039068		False	False	False	curated	True	0.022	0.003	0.019	0.001
CPI-SC0149E8473	FN1_integrin_a2Bb3_complex	simple:P02751	complex:integrin_a2Bb3_complex	ENSG00000115414		True	False	False	curated	True	0.09	0.088	0.027	0.025
CPI-SC0EA162039	VTN_integrin_a2Bb3_complex	simple:P04004	complex:integrin_a2Bb3_complex	ENSG00000109072		True	False	False	curated	True	0.002	0.0	0.002	0.0
CPI-SC0D085D655	THBS1_integrin_a2Bb3_complex	simple:P07996	complex:integrin_a2Bb3_complex	ENSG00000137801		False	False	False	curated	True	0.018	0.017	0.009	0.008
CPI-SC088D2EEF4	L1CAM_integrin_a2Bb3_complex	simple:P32004	complex:integrin_a2Bb3_complex	ENSG00000198910		False	False	False	curated	True	0.009	0.008	0.001	0.0
CPI-SC08C485EAE	FN1_integrin_a3b1_complex	simple:P02751	complex:integrin_a3b1_complex	ENSG00000115414		True	False	False	curated	True	0.117	0.089	0.054	0.026
CPI-SC0B80B8591	THBS1_integrin_a3b1_complex	simple:P07996	complex:integrin_a3b1_complex	ENSG00000137801		False	False	False	curated	True	0.045	0.017	0.036	0.008
CPI-SC0E5A1BA8E	LAMA3_integrin_a3b1_complex	simple:Q16787	complex:integrin_a3b1_complex	ENSG00000053747		True	False	False	curated	True	0.029	0.002	0.028	0.001
CPI-SC0FA241084	CSPG4_integrin_a3b1_complex	simple:Q6UVK1	complex:integrin_a3b1_complex	ENSG00000173546		False	False	False	curated	True	0.073	0.045	0.03	0.002
CPI-SC034EE8AAA	FN1_integrin_a4b7_complex	simple:P02751	complex:integrin_a4b7_complex	ENSG00000115414		True	False	False	curated	True	0.089	0.094	0.026	0.031
CPI-SC06C0A2080	VCAM1_integrin_a4b7_complex	simple:P19320	complex:integrin_a4b7_complex	ENSG00000162692		False	False	False	curated	True	0.025	0.03	0.001	0.006
CPI-SC056FC1F11	MADCAM1_integrin_a4b7_complex	simple:Q13477	complex:integrin_a4b7_complex	ENSG00000099866		False	False	False	curated	True	0.008	0.014	0.002	0.007
CPI-SC06C3BA86F	FN1_integrin_a5b1_complex	simple:P02751	complex:integrin_a5b1_complex	ENSG00000115414		True	False	False	curated	True	0.108	0.117	0.045	0.054
CPI-SC02CB6F5A5	L1CAM_integrin_a5b1_complex	simple:P32004	complex:integrin_a5b1_complex	ENSG00000198910		False	False	False	curated	True	0.027	0.036	0.02	0.028
CPI-SC08F3F7DC6	PLA2G2A_integrin_a5b1_complex	simple:P14555	complex:integrin_a5b1_complex	ENSG00000188257		True	False	False	curated	True	0.042	0.05	0.02	0.029
CPI-SC0ABE9B7D2	FBN1_integrin_a5b1_complex	simple:P35555	complex:integrin_a5b1_complex	ENSG00000166147		True	False	False	curated	True	0.033	0.042	0.02	0.029
CPI-SC04BC5B245	FN1_integrin_a8b1_complex	simple:P02751	complex:integrin_a8b1_complex	ENSG00000115414		True	False	False	curated	True	0.089	0.088	0.026	0.025
CPI-SC09B2D1C63	TNC_integrin_a8b1_complex	simple:P24821	complex:integrin_a8b1_complex	ENSG00000041982		True	False	False	curated	True	0.165	0.164	0.003	0.002
CPI-SC08F923F07	FN1_integrin_aVb1_complex	simple:P02751	complex:integrin_aVb1_complex	ENSG00000115414		True	False	False	curated	True	0.212	0.273	0.149	0.21
CPI-SC0717E21B0	VTN_integrin_aVb1_complex	simple:P04004	complex:integrin_aVb1_complex	ENSG00000109072		True	False	False	curated	True	0.124	0.185	0.124	0.185
CPI-SC01D9AD677	L1CAM_integrin_aVb1_complex	simple:P32004	complex:integrin_aVb1_complex	ENSG00000198910		False	False	False	curated	True	0.131	0.192	0.124	0.185
CPI-SC09B45FB39	FN1_integrin_aVb5_complex	simple:P02751	complex:integrin_aVb5_complex	ENSG00000115414		True	False	False	curated	True	0.109	0.133	0.046	0.07
CPI-SC024FAED24	LAMC1_integrin_a6b1_complex	simple:P11047	complex:integrin_a6b1_complex	ENSG00000135862		True	False	False	curated	True	0.084	0.089	0.033	0.038
CPI-SC03FF6E42F	LAMC1_integrin_a7b1_complex	simple:P11047	complex:integrin_a7b1_complex	ENSG00000135862		True	False	False	curated	True	0.127	0.055	0.075	0.003
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	ENSG00000039068	ENSG00000139187	False	False	True	curated	False	0.012	0.006	0.01	0.003
CPI-SC09D882C18	CDH1_integrin_aEb7_complex	simple:P12830	complex:integrin_aEb7_complex	ENSG00000039068		False	False	False	curated	True	0.004	0.009	0.001	0.006
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	ENSG00000137801	ENSG00000135218	False	False	True	curated	False	0.018	0.028	0.009	0.019
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	ENSG00000198910	ENSG00000198910	False	False	False	curated	False	0.015	0.008	0.008	0.0
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	ENSG00000198910		False	False	True	curated	False	0.015	0.008	0.008	0.0
CPI-SC003905460	THY1_integrin_aMb2_complex	simple:P04216	complex:integrin_aMb2_complex	ENSG00000154096		False	False	False	curated	True	0.19	0.263	0.007	0.08
CPI-SC0C09120F1	ICAM1_integrin_aMb2_complex	simple:P05362	complex:integrin_aMb2_complex	ENSG00000090339		False	True	False	curated	True	0.023	0.096	0.133	0.206
CPI-SC02C7E2DB4	F10_integrin_aMb2_complex	simple:P00742	complex:integrin_aMb2_complex	ENSG00000126218		True	False	False	curated	True	0.003	0.076	0.0	0.0
CPI-SC0C93C7670	C3_integrin_aMb2_complex	simple:P01024	complex:integrin_aMb2_complex	ENSG00000125730		True	False	False	curated	True	0.056	0.129	0.838	0.911
CPI-SC0329DFA42	GP1BA_integrin_aMb2_complex	simple:P07359	complex:integrin_aMb2_complex	ENSG00000185245		False	False	False	curated	True	0.005	0.078	0.004	0.077
CPI-SC071B77A18	JAM3_integrin_aMb2_complex	simple:Q9BX67	complex:integrin_aMb2_complex	ENSG00000166086		True	False	False	curated	True	0.077	0.15	0.006	0.079
CPI-SC0EFDBED2D	THY1_integrin_aXb2_complex	simple:P04216	complex:integrin_aXb2_complex	ENSG00000154096		False	False	False	curated	True	0.19	0.333	0.007	0.149
CPI-SC08CB03AD8	ICAM1_integrin_aXb2_complex	simple:P05362	complex:integrin_aXb2_complex	ENSG00000090339		False	True	False	curated	True	0.023	0.166	0.133	0.276
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	ENSG00000138685	ENSG00000066468	True	False	True	curated	False	0.053	0.036	0.019	0.002
CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	ENSG00000113578	ENSG00000066468	True	False	True	curated	False	0.049	0.032	0.021	0.004
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	ENSG00000026508	ENSG00000066468	True	True	True	InnateDB-All	False	0.209	0.193	0.069	0.052
CPI-SS0969D6973	ESR1_FGFR2	simple:P03372	simple:P21802	ENSG00000091831	ENSG00000066468	True	True	True	InnateDB	False	0.019	0.002	0.022	0.006
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	ENSG00000070193	ENSG00000066468	True	False	True	curated	False	0.02	0.003	0.0	0.0
CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	ENSG00000158815	ENSG00000066468	True	False	True	I2D,InnateDB-All	False	0.019	0.002	0.0	0.0
CPI-SS0F6A7A4DF	FGF18_FGFR2	simple:O76093	simple:P21802	ENSG00000156427	ENSG00000066468	True	False	True	I2D	False	0.02	0.003	0.018	0.002
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	ENSG00000102265	ENSG00000066468	True	False	True	InnateDB-All	False	0.572	0.555	0.234	0.218
CPI-SS02FEAF02E	FGF5_FGFR2	simple:P12034	simple:P21802	ENSG00000138675	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.019	0.002	0.018	0.002
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	ENSG00000140285	ENSG00000066468	True	False	True	curated	False	0.031	0.014	0.022	0.005
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	ENSG00000138685	ENSG00000068078	True	False	True	curated	False	0.057	0.036	0.023	0.001
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	ENSG00000113578	ENSG00000068078	True	False	True	curated	False	0.053	0.031	0.025	0.003
CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	ENSG00000158815	ENSG00000068078	True	False	True	curated	False	0.023	0.002	0.0	0.0
CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	ENSG00000156427	ENSG00000068078	True	False	True	I2D	False	0.024	0.002	0.023	0.001
CPI-SS076D8A297	FGF5_FGFR3	simple:P12034	simple:P22607	ENSG00000138675	ENSG00000068078	True	False	True	I2D	False	0.023	0.001	0.023	0.001
CPI-SS00E68BB92	FGF7_FGFR3	simple:P21781	simple:P22607	ENSG00000140285	ENSG00000068078	True	False	True	I2D	False	0.035	0.013	0.026	0.004
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	ENSG00000066468	ENSG00000068078	True	True	True	IMEx,InnateDB-All	False	0.041	0.019	0.024	0.002
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	ENSG00000138685	ENSG00000077782	True	False	True	curated	False	0.15	0.048	0.116	0.014
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	ENSG00000113578	ENSG00000077782	True	False	True	curated	False	0.146	0.044	0.117	0.016
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	ENSG00000138685	ENSG00000160867	True	False	True	curated	False	0.036	0.035	0.001	0.001
CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	ENSG00000113578	ENSG00000160867	True	False	True	curated	False	0.031	0.031	0.003	0.002
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	ENSG00000138685	ENSG00000127418	True	False	True	I2D	False	0.059	0.036	0.025	0.002
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	ENSG00000113578	ENSG00000069702	True	False	True	InnateDB-All	False	0.04	0.031	0.012	0.003
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	ENSG00000105329	ENSG00000069702	True	False	True	curated	False	0.033	0.024	0.215	0.206
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	ENSG00000119699	ENSG00000069702	True	False	True	curated	False	0.026	0.017	0.01	0.001
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	ENSG00000092969	ENSG00000069702	True	False	True	curated	False	0.05	0.041	0.013	0.004
CPI-SC0322BA9B5	IGF1_integrin_a6b4_complex	simple:P05019	complex:integrin_a6b4_complex	ENSG00000017427		True	False	False	curated	True	0.027	0.005	0.126	0.104
CPI-SC06CB2F292	NRG1_integrin_a6b4_complex	simple:Q02297	complex:integrin_a6b4_complex	ENSG00000157168		True	True	False	curated	True	0.026	0.004	0.024	0.002
CPI-SC03C27B368	TNC_integrin_aVb6_complex	simple:P24821	complex:integrin_aVb6_complex	ENSG00000041982		True	False	False	curated	True	0.166	0.164	0.004	0.002
CPI-SC08AC51E15	TGFB1_integrin_aVb6_complex	simple:P01137	complex:integrin_aVb6_complex	ENSG00000105329		True	False	False	curated	True	0.026	0.024	0.208	0.206
CPI-SC0DA808D76	TGFB3_integrin_aVb6_complex	simple:P10600	complex:integrin_aVb6_complex	ENSG00000119699		True	False	False	curated	True	0.019	0.016	0.003	0.001
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	0.195	0.123	0.122	0.051
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	ENSG00000166086	ENSG00000166086	True	False	False	curated	False	0.149	0.077	0.077	0.006
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	ENSG00000126262	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.322	0.065	0.325	0.069
CPI-SS0528A694B	GPR42_FAM3C	simple:O15529	simple:Q92520	ENSG00000126251	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.322	0.065	0.327	0.071
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	ENSG00000204525	ENSG00000196937	True	True	False	InnateDB-All	False	0.986	0.73	1.406	1.15
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	ENSG00000185896	ENSG00000196937	True	True	False	InnateDB-All	False	0.548	0.291	0.583	0.327
CPI-SS02904BE32	GLRA2_FAM3C	simple:P23416	simple:Q92520	ENSG00000101958	ENSG00000196937	True	True	False	InnateDB-All	False	0.326	0.069	0.322	0.065
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.472	0.216	0.387	0.13
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	ENSG00000188389	ENSG00000196937	True	True	False	InnateDB-All	False	0.322	0.065	0.329	0.072
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ENSG00000159618	ENSG00000196937	True	True	False	InnateDB-All	False	0.322	0.066	0.328	0.072
CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	ENSG00000185896	ENSG00000189068	True	True	True	IMEx,IntAct	False	0.227	0.227	0.262	0.262
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	ENSG00000186810	ENSG00000138755	True	True	False	curated	False	0.001	0.003	0.002	0.004
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	ENSG00000197635	ENSG00000138755	True	True	False	curated	False	0.023	0.025	0.002	0.004
CPI-SS0C17BB772	FCGR2A_CXCL9	simple:P12318	simple:Q07325	ENSG00000143226	ENSG00000138755	True	True	False	IMEx,IntAct	False	0.023	0.025	0.385	0.387
CPI-SS016EE0084	PDCD1_CD274	simple:Q15116	simple:Q9NZQ7	ENSG00000188389	ENSG00000120217	False	True	True	curated	False	0.003	0.011	0.01	0.018
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	ENSG00000121594	ENSG00000120217	False	True	True	curated	False	0.003	0.011	0.014	0.022
CPI-SS0F5B6B186	PDCD1_PDCD1LG2	simple:Q15116	simple:Q9BQ51	ENSG00000188389	ENSG00000197646	True	True	True	curated	False	0.003	0.023	0.01	0.029
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.133	0.023	0.123	0.013
CPI-CS00F859B66	ACVR_1A2A_receptor_BMP7	complex:ACVR_1A2A_receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.132	0.022	0.12	0.01
CPI-CS0B174B76B	ACVR_1A2B_receptor_BMP7	complex:ACVR_1A2B_receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.132	0.021	0.119	0.009
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.142	0.031	0.124	0.013
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.135	0.024	0.113	0.003
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.132	0.022	0.12	0.01
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.132	0.021	0.119	0.009
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.132	0.022	0.113	0.003
CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.132	0.021	0.113	0.003
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.026	0.02	0.016	0.011
CPI-CS04751C6A3	ACVR_1A2A_receptor_BMP5	complex:ACVR_1A2A_receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.025	0.02	0.013	0.008
CPI-CS0FA9360D5	ACVR_1A2B_receptor_BMP5	complex:ACVR_1A2B_receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.024	0.019	0.012	0.007
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.034	0.029	0.016	0.011
CPI-CS02C93975C	BMPR1B_BMPR2_BMP5	complex:BMPR1B_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.027	0.022	0.006	0.001
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.025	0.02	0.013	0.008
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.024	0.019	0.012	0.007
CPI-CS01A4D7E2F	BMR1B_AVR2A_BMP5	complex:BMR1B_AVR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.025	0.02	0.006	0.001
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.024	0.019	0.006	0.001
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.021	0.02	0.011	0.011
CPI-CS0DD3F421C	ACVR_1A2A_receptor_BMP6	complex:ACVR_1A2A_receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.02	0.02	0.008	0.007
CPI-CS0306FC954	ACVR_1A2B_receptor_BMP6	complex:ACVR_1A2B_receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.019	0.019	0.007	0.006
CPI-CS0F6CFB979	BMPR1A_BMPR2_BMP6	complex:BMPR1A_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.03	0.029	0.011	0.011
CPI-CS0EF793D6A	BMPR1B_BMPR2_BMP6	complex:BMPR1B_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.023	0.022	0.001	0.0
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.02	0.02	0.008	0.007
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.019	0.019	0.007	0.006
CPI-CS0921BB754	BMR1B_AVR2A_BMP6	complex:BMR1B_AVR2A	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.02	0.02	0.001	0.0
